id_protein	id_analysis	type
NP_216337.1	PF01043	DOMAIN
NP_216337.1	G3DSA:3.40.50.300:FF:000429	NULL_TYPE
NP_216337.1	PF07517	DOMAIN
NP_216337.1	G3DSA:1.10.3060.10:FF:000010	NULL_TYPE
NP_216337.1	PTHR30612	FAMILY
NP_216337.1	cd18803	DOMAIN
NP_216337.1	cd17928	NULL_TYPE
NP_216337.1	SSF81886	HOMOLOGOUS_SUPERFAMILY
NP_216337.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_216337.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_216337.1	SSF81767	HOMOLOGOUS_SUPERFAMILY
NP_214692.1	PTHR37042	NULL_TYPE
NP_216668.1	PF08245	DOMAIN
NP_216668.1	PF01225	DOMAIN
NP_216668.1	G3DSA:3.40.50.720:FF:000046	NULL_TYPE
NP_216668.1	PF02875	DOMAIN
NP_216668.1	G3DSA:3.90.190.20:FF:000016	NULL_TYPE
NP_216668.1	PTHR43445	NULL_TYPE
NP_216668.1	SSF53623	HOMOLOGOUS_SUPERFAMILY
NP_216668.1	SSF53244	HOMOLOGOUS_SUPERFAMILY
NP_216668.1	SSF51984	NULL_TYPE
NP_217793.1	G3DSA:3.30.470.20:FF:000029	NULL_TYPE
NP_217793.1	G3DSA:3.30.1490.20:FF:000015	NULL_TYPE
NP_217793.1	PF02222	DOMAIN
NP_217793.1	PF17769	DOMAIN
NP_217793.1	G3DSA:3.40.50.20:FF:000025	NULL_TYPE
NP_217793.1	PTHR11609	NULL_TYPE
NP_217793.1	SSF51246	HOMOLOGOUS_SUPERFAMILY
NP_217793.1	SSF56059	NULL_TYPE
NP_217793.1	SSF52440	HOMOLOGOUS_SUPERFAMILY
NP_216427.1	G3DSA:3.90.280.10:FF:000008	NULL_TYPE
NP_216427.1	PF01161	FAMILY
NP_216427.1	PTHR30289	FAMILY
NP_216427.1	cd00865	FAMILY
NP_216427.1	SSF49777	HOMOLOGOUS_SUPERFAMILY
NP_214916.1	G3DSA:1.20.1640.10:FF:000018	NULL_TYPE
NP_214916.1	G3DSA:1.20.1640.10:FF:000020	NULL_TYPE
NP_214916.1	PF03176	DOMAIN
NP_214916.1	PTHR33406	NULL_TYPE
NP_214916.1	SSF82866	NULL_TYPE
NP_214916.1	SSF82866	NULL_TYPE
NP_216797.1	PF01384	FAMILY
NP_216797.1	PTHR11101	FAMILY
NP_217026.1	PF05872	DOMAIN
NP_217026.1	PTHR30121	NULL_TYPE
NP_217026.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215770.1	PF01757	DOMAIN
NP_215770.1	PTHR23028	NULL_TYPE
NP_215353.1	G3DSA:3.30.1380.10:FF:000006	NULL_TYPE
NP_215353.1	PF01427	FAMILY
NP_215353.1	PTHR43126	FAMILY
NP_215353.1	cd14840	NULL_TYPE
NP_215353.1	SSF55166	HOMOLOGOUS_SUPERFAMILY
NP_215732.1	PF04191	FAMILY
NP_215732.1	PTHR43847	NULL_TYPE
NP_216647.1	G3DSA:3.40.190.80:FF:000026	NULL_TYPE
NP_216647.1	PF00459	FAMILY
NP_216647.1	G3DSA:3.30.540.10:FF:000029	NULL_TYPE
NP_216647.1	PTHR43028	NULL_TYPE
NP_216647.1	cd01638	NULL_TYPE
NP_216647.1	SSF56655	NULL_TYPE
NP_217402.1	G3DSA:3.40.50.1390:FF:000002	NULL_TYPE
NP_217402.1	PF00239	DOMAIN
NP_217402.1	PTHR36172	NULL_TYPE
NP_217402.1	SSF53041	HOMOLOGOUS_SUPERFAMILY
NP_215215.1	G3DSA:3.30.160.810:FF:000001	NULL_TYPE
NP_215215.1	PF00297	FAMILY
NP_215215.1	G3DSA:2.40.30.10:FF:000004	NULL_TYPE
NP_215215.1	PTHR11229	FAMILY
NP_215215.1	SSF50447	HOMOLOGOUS_SUPERFAMILY
NP_216816.1	PF00753	DOMAIN
NP_216816.1	PTHR42978	NULL_TYPE
NP_216816.1	cd07742	NULL_TYPE
NP_216816.1	SSF56281	HOMOLOGOUS_SUPERFAMILY
YP_177702.1	PF00933	DOMAIN
YP_177702.1	PTHR30480	NULL_TYPE
YP_177702.1	SSF51445	HOMOLOGOUS_SUPERFAMILY
NP_217497.1	PF07478	DOMAIN
NP_217497.1	G3DSA:3.30.470.20:FF:000008	NULL_TYPE
NP_217497.1	PF01820	DOMAIN
NP_217497.1	G3DSA:3.30.1490.20:FF:000039	NULL_TYPE
NP_217497.1	PTHR23132	NULL_TYPE
NP_217497.1	SSF52440	HOMOLOGOUS_SUPERFAMILY
NP_217497.1	SSF56059	NULL_TYPE
YP_177711.1	PF00823	DOMAIN
YP_177711.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177711.1	PF18878	DOMAIN
YP_177711.1	PTHR46766	NULL_TYPE
YP_177711.1	SSF140459	NULL_TYPE
YP_177925.1	PF04055	DOMAIN
YP_177925.1	G3DSA:3.20.20.70:FF:000333	NULL_TYPE
YP_177925.1	PF13353	NULL_TYPE
YP_177925.1	PF06463	DOMAIN
YP_177925.1	PTHR22960	NULL_TYPE
YP_177925.1	cd21117	DOMAIN
YP_177925.1	cd01335	NULL_TYPE
YP_177925.1	SSF102114	NULL_TYPE
NP_214608.1|NP_217984.1	PF02720	DOMAIN
NP_214608.1|NP_217984.1	cd00085	DOMAIN
YP_177864.1	G3DSA:3.40.630.10:FF:000023	NULL_TYPE
YP_177864.1	PF01546	FAMILY
YP_177864.1	G3DSA:1.10.150.900:FF:000002	NULL_TYPE
YP_177864.1	PF07687	DOMAIN
YP_177864.1	PTHR43808	NULL_TYPE
YP_177864.1	cd05675	NULL_TYPE
YP_177864.1	SSF53187	NULL_TYPE
YP_177864.1	SSF55031	HOMOLOGOUS_SUPERFAMILY
NP_216257.1	cd09871	NULL_TYPE
NP_216257.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
YP_177880.2	PF00934	DOMAIN
YP_177880.2	SSF140459	NULL_TYPE
YP_177838.1	G3DSA:1.10.287.1060:FF:000004	NULL_TYPE
YP_177838.1	PF06013	FAMILY
YP_177838.1	SSF140453	HOMOLOGOUS_SUPERFAMILY
NP_217604.1	PF06974	DOMAIN
NP_217604.1	PF03007	DOMAIN
NP_217604.1	PTHR31650	FAMILY
NP_217349.1	PF13416	FAMILY
NP_217349.1	G3DSA:3.40.190.10:FF:000463	NULL_TYPE
NP_217349.1	PTHR43649	NULL_TYPE
NP_217349.1	cd14748	NULL_TYPE
NP_217349.1	SSF53850	NULL_TYPE
NP_214932.1	PF04389	DOMAIN
NP_214932.1	PF02225	DOMAIN
NP_214932.1	G3DSA:3.40.630.10:FF:000054	NULL_TYPE
NP_214932.1	PTHR12147	FAMILY
NP_214932.1	cd03876	FAMILY
NP_214932.1	cd04816	NULL_TYPE
NP_214932.1	SSF52025	HOMOLOGOUS_SUPERFAMILY
NP_214932.1	SSF53187	NULL_TYPE
NP_216371.1	PF00296	DOMAIN
NP_216371.1	PTHR42847	NULL_TYPE
NP_216371.1	SSF51679	HOMOLOGOUS_SUPERFAMILY
NP_216252.1	PF02613	FAMILY
NP_216252.1	PF00384	DOMAIN
NP_216252.1	G3DSA:1.20.950.20:FF:000001	NULL_TYPE
NP_216252.1	PF02665	DOMAIN
NP_216252.1	PTHR30598	NULL_TYPE
NP_216252.1	SSF53706	NULL_TYPE
NP_216252.1	SSF89155	HOMOLOGOUS_SUPERFAMILY
NP_216252.1	SSF103501	HOMOLOGOUS_SUPERFAMILY
NP_218135.1	G3DSA:3.20.20.30:FF:000007	NULL_TYPE
NP_218135.1	PF00296	DOMAIN
NP_218135.1	PTHR30137	NULL_TYPE
NP_218135.1	SSF51679	HOMOLOGOUS_SUPERFAMILY
NP_216214.1	PF11382	FAMILY
NP_217080.1	G3DSA:2.60.120.10:FF:000127	NULL_TYPE
NP_217080.1	G3DSA:3.40.50.300:FF:001448	NULL_TYPE
NP_217080.1	PF00027	DOMAIN
NP_217080.1	PF00005	DOMAIN
NP_217080.1	PTHR24220	FAMILY
NP_217080.1	cd03255	DOMAIN
NP_217080.1	cd00038	DOMAIN
NP_217080.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_217080.1	SSF51206	HOMOLOGOUS_SUPERFAMILY
NP_216862.1	G3DSA:1.10.287.1060:FF:000004	NULL_TYPE
NP_216862.1	PF06013	FAMILY
NP_216862.1	SSF140453	HOMOLOGOUS_SUPERFAMILY
NP_216728.1	PF00211	DOMAIN
NP_216728.1	PTHR43081	NULL_TYPE
NP_216728.1	cd07302	DOMAIN
NP_216728.1	SSF55073	HOMOLOGOUS_SUPERFAMILY
NP_215797.1	PF08352	DOMAIN
NP_215797.1	G3DSA:3.40.50.300:FF:001659	NULL_TYPE
NP_215797.1	G3DSA:3.40.50.300:FF:001383	NULL_TYPE
NP_215797.1	PF00005	DOMAIN
NP_215797.1	PTHR43297	NULL_TYPE
NP_215797.1	cd03257	NULL_TYPE
NP_215797.1	cd03257	NULL_TYPE
NP_215797.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215797.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_217844.1	PF02371	FAMILY
NP_217844.1	PF01548	DOMAIN
NP_217844.1	PTHR33055	NULL_TYPE
NP_217844.1	SSF69118	HOMOLOGOUS_SUPERFAMILY
NP_216563.1	PF00391	DOMAIN
NP_216563.1	PF01370	DOMAIN
NP_216563.1	G3DSA:3.50.30.10:FF:000006	NULL_TYPE
NP_216563.1	PTHR43615	NULL_TYPE
NP_216563.1	SSF52009	HOMOLOGOUS_SUPERFAMILY
NP_216563.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_218309.1	PF12250	DOMAIN
NP_218309.1	PF12249	DOMAIN
NP_214791.1	G3DSA:3.40.50.1010:FF:000048	NULL_TYPE
NP_214791.1	PF01850	DOMAIN
NP_214791.1	cd18678	NULL_TYPE
NP_214791.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_215257.1	PF19502	DOMAIN
NP_216256.1	PF07704	FAMILY
NP_215514.1	PF18702	DOMAIN
YP_007410461.1	G3DSA:3.40.50.300:FF:001298	NULL_TYPE
YP_007410461.1	G3DSA:3.40.50.300:FF:002667	NULL_TYPE
YP_007410461.1	G3DSA:3.40.50.300:FF:001338	NULL_TYPE
YP_007410461.1	PF01580	DOMAIN
YP_007410461.1	G3DSA:3.40.50.300:FF:002200	NULL_TYPE
YP_007410461.1	PTHR22683	NULL_TYPE
YP_007410461.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
YP_007410461.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215192.1	G3DSA:1.10.10.10:FF:000634	NULL_TYPE
NP_215192.1	PTHR38465	NULL_TYPE
NP_215192.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_216727.1	PF08669	DOMAIN
NP_216727.1	G3DSA:4.10.1250.10:FF:000001	NULL_TYPE
NP_216727.1	G3DSA:3.30.70.1400:FF:000001	NULL_TYPE
NP_216727.1	PF01571	DOMAIN
NP_216727.1	PTHR43757	FAMILY
NP_216727.1	SSF103025	NULL_TYPE
NP_216727.1	SSF101790	HOMOLOGOUS_SUPERFAMILY
YP_177913.1	PF12484	DOMAIN
YP_177913.1	PF00823	DOMAIN
YP_177913.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177913.1	PTHR46766	NULL_TYPE
YP_177913.1	SSF140459	NULL_TYPE
NP_216346.1	PF13411	DOMAIN
NP_216346.1	PTHR30204	FAMILY
NP_216346.1	cd01105	NULL_TYPE
NP_216346.1	SSF46955	HOMOLOGOUS_SUPERFAMILY
NP_216063.1	PF14579	DOMAIN
NP_216063.1	PF07733	DOMAIN
NP_216063.1	G3DSA:3.20.20.140:FF:000049	NULL_TYPE
NP_216063.1	G3DSA:1.10.150.870:FF:000001	NULL_TYPE
NP_216063.1	PF02811	DOMAIN
NP_216063.1	PF17657	DOMAIN
NP_216063.1	PTHR32294	FAMILY
NP_216063.1	cd12113	NULL_TYPE
NP_216063.1	cd04485	NULL_TYPE
NP_216063.1	SSF89550	HOMOLOGOUS_SUPERFAMILY
NP_217574.1	G3DSA:1.10.10.60:FF:000141	NULL_TYPE
NP_217574.1	PF00440	DOMAIN
NP_217574.1	PTHR30055	NULL_TYPE
NP_217574.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_217574.1	SSF48498	HOMOLOGOUS_SUPERFAMILY
NP_214976.1	PF07992	DOMAIN
NP_214976.1	G3DSA:3.30.390.30:FF:000001	NULL_TYPE
NP_214976.1	G3DSA:3.50.50.60:FF:000212	NULL_TYPE
NP_214976.1	PF02852	DOMAIN
NP_214976.1	PTHR22912	NULL_TYPE
NP_214976.1	SSF55424	HOMOLOGOUS_SUPERFAMILY
NP_214976.1	SSF51905	HOMOLOGOUS_SUPERFAMILY
NP_215281.1	PF00440	DOMAIN
NP_215281.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_215918.1	G3DSA:3.40.1440.60:FF:000002	NULL_TYPE
NP_215918.1	PF17764	DOMAIN
NP_215918.1	G3DSA:3.40.50.300:FF:001817	NULL_TYPE
NP_215918.1	PTHR30580	NULL_TYPE
NP_217224.1	PF11238	FAMILY
NP_215435.1	PF00872	FAMILY
NP_215435.1	PTHR33217	FAMILY
NP_214644.1	PF01575	DOMAIN
NP_214644.1	G3DSA:3.10.129.10:FF:000053	NULL_TYPE
NP_214644.1	PTHR42993	NULL_TYPE
NP_214644.1	cd03450	FAMILY
NP_214644.1	SSF54637	HOMOLOGOUS_SUPERFAMILY
YP_177870.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177870.1	PF00823	DOMAIN
YP_177870.1	PF12484	DOMAIN
YP_177870.1	PTHR46766	NULL_TYPE
YP_177870.1	SSF140459	NULL_TYPE
NP_216145.1	G3DSA:1.10.150.20:FF:000002	NULL_TYPE
NP_216145.1	PF00476	DOMAIN
NP_216145.1	G3DSA:1.20.1060.10:FF:000001	NULL_TYPE
NP_216145.1	PF01367	DOMAIN
NP_216145.1	G3DSA:1.10.150.20:FF:000003	NULL_TYPE
NP_216145.1	PF02739	DOMAIN
NP_216145.1	G3DSA:3.40.50.1010:FF:000001	NULL_TYPE
NP_216145.1	PTHR10133	FAMILY
NP_216145.1	cd06140	NULL_TYPE
NP_216145.1	cd08637	NULL_TYPE
NP_216145.1	cd09898	DOMAIN
NP_216145.1	cd09859	NULL_TYPE
NP_216145.1	SSF47807	HOMOLOGOUS_SUPERFAMILY
NP_216145.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_216145.1	SSF53098	HOMOLOGOUS_SUPERFAMILY
NP_216145.1	SSF56672	HOMOLOGOUS_SUPERFAMILY
NP_214573.1	PF14487	DOMAIN
NP_214703.1	PF00920	FAMILY
NP_214703.1	G3DSA:3.50.30.80:FF:000001	NULL_TYPE
NP_214703.1	PTHR21000	NULL_TYPE
NP_214703.1	SSF52016	NULL_TYPE
NP_214703.1	SSF143975	HOMOLOGOUS_SUPERFAMILY
NP_216276.1	G3DSA:3.30.559.10:FF:000061	NULL_TYPE
NP_216276.1	PF03007	DOMAIN
NP_216276.1	PF06974	DOMAIN
NP_216276.1	PTHR31650	FAMILY
NP_216276.1	SSF52777	NULL_TYPE
NP_217677.1	G3DSA:2.102.10.10:FF:000030	NULL_TYPE
NP_217677.1	PF00355	DOMAIN
NP_217677.1	PF00848	DOMAIN
NP_217677.1	PTHR43756	FAMILY
NP_217677.1	cd03469	NULL_TYPE
NP_217677.1	SSF55961	NULL_TYPE
NP_217677.1	SSF50022	HOMOLOGOUS_SUPERFAMILY
NP_216542.1	PF00582	DOMAIN
NP_216542.1	PTHR43010	NULL_TYPE
NP_216542.1	cd00293	NULL_TYPE
NP_216542.1	cd00293	NULL_TYPE
NP_216542.1	SSF52402	NULL_TYPE
NP_216542.1	SSF52402	NULL_TYPE
NP_215032.1	PF13472	DOMAIN
NP_215032.1	PTHR43784	NULL_TYPE
NP_215032.1	cd00229	NULL_TYPE
NP_215032.1	SSF52266	NULL_TYPE
NP_217428.1	PF00440	DOMAIN
NP_217428.1	PTHR30055	NULL_TYPE
NP_217428.1	SSF46689	HOMOLOGOUS_SUPERFAMILY
NP_215472.1	PF01808	FAMILY
NP_215472.1	PF02142	DOMAIN
NP_215472.1	G3DSA:3.40.140.20:FF:000001	NULL_TYPE
NP_215472.1	G3DSA:3.40.50.1380:FF:000001	NULL_TYPE
NP_215472.1	PTHR11692	FAMILY
NP_215472.1	cd01421	NULL_TYPE
NP_215472.1	SSF53927	HOMOLOGOUS_SUPERFAMILY
NP_215472.1	SSF52335	HOMOLOGOUS_SUPERFAMILY
NP_214947.1	PF04107	FAMILY
NP_214947.1	G3DSA:3.30.590.20:FF:000004	NULL_TYPE
NP_214947.1	PTHR36510	NULL_TYPE
NP_214947.1	SSF55931	HOMOLOGOUS_SUPERFAMILY
NP_215927.1	G3DSA:2.50.20.20:FF:000004	NULL_TYPE
NP_215927.1	PF07161	FAMILY
NP_215927.1	cd16334	FAMILY
NP_215927.1	SSF89392	HOMOLOGOUS_SUPERFAMILY
NP_214648.1	PF00561	DOMAIN
NP_214648.1	PTHR43329	NULL_TYPE
NP_214648.1	SSF53474	HOMOLOGOUS_SUPERFAMILY
NP_215642.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_217978.1	PF00444	FAMILY
NP_217978.1	PTHR42888	FAMILY
NP_217978.1	SSF57840	HOMOLOGOUS_SUPERFAMILY
NP_215830.1	PF01923	DOMAIN
NP_215830.1	G3DSA:1.20.1200.10:FF:000003	NULL_TYPE
NP_215830.1	PTHR12213	FAMILY
NP_215830.1	SSF89028	HOMOLOGOUS_SUPERFAMILY
NP_216745.1	PF02591	DOMAIN
NP_216745.1	PTHR39082	NULL_TYPE
NP_215876.1	PF00296	DOMAIN
NP_215876.1	PTHR43244	NULL_TYPE
NP_215876.1	cd01097	NULL_TYPE
NP_215876.1	SSF51679	HOMOLOGOUS_SUPERFAMILY
NP_214661.1	PF00171	DOMAIN
NP_214661.1	G3DSA:3.40.309.10:FF:000003	NULL_TYPE
NP_214661.1	G3DSA:3.40.605.10:FF:000004	NULL_TYPE
NP_214661.1	PTHR43570	FAMILY
NP_214661.1	cd07087	NULL_TYPE
NP_214661.1	SSF53720	HOMOLOGOUS_SUPERFAMILY
NP_216027.1	G3DSA:3.40.50.720:FF:000102	NULL_TYPE
NP_216027.1	PF16363	DOMAIN
NP_216027.1	PTHR43715	FAMILY
NP_216027.1	cd05260	NULL_TYPE
NP_216027.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_217988.1	PF07883	DOMAIN
NP_217988.1	PTHR36114	NULL_TYPE
NP_217988.1	cd02214	NULL_TYPE
NP_217988.1	SSF51182	HOMOLOGOUS_SUPERFAMILY
NP_217968.2	PF01083	FAMILY
NP_217968.2	PTHR33630	NULL_TYPE
NP_217968.2	SSF53474	HOMOLOGOUS_SUPERFAMILY
NP_215288.2	PF00756	FAMILY
NP_215288.2	PTHR48098	NULL_TYPE
NP_215288.2	SSF53474	HOMOLOGOUS_SUPERFAMILY
YP_177885.1	G3DSA:1.10.390.10:FF:000004	NULL_TYPE
YP_177885.1	PF11838	DOMAIN
YP_177885.1	G3DSA:2.60.40.1730:FF:000010	NULL_TYPE
YP_177885.1	PF01433	DOMAIN
YP_177885.1	PF17900	DOMAIN
YP_177885.1	PTHR11533	NULL_TYPE
YP_177885.1	cd09602	NULL_TYPE
YP_177885.1	SSF55486	NULL_TYPE
YP_177885.1	SSF63737	HOMOLOGOUS_SUPERFAMILY
NP_215082.1	PF00067	FAMILY
NP_215082.1	PTHR24291	NULL_TYPE
NP_215082.1	cd11053	NULL_TYPE
NP_215082.1	SSF48264	HOMOLOGOUS_SUPERFAMILY
NP_217505.1	G3DSA:3.30.450.40:FF:000002	NULL_TYPE
NP_217505.1	PF09339	DOMAIN
NP_217505.1	PF01614	DOMAIN
NP_217505.1	PTHR30136	NULL_TYPE
NP_217505.1	SSF46785	HOMOLOGOUS_SUPERFAMILY
NP_217505.1	SSF55781	NULL_TYPE
NP_215595.1	G3DSA:3.90.1150.10:FF:000008	NULL_TYPE
NP_215595.1	PF01053	FAMILY
NP_215595.1	G3DSA:3.40.640.10:FF:000009	NULL_TYPE
NP_215595.1	PTHR11808	FAMILY
NP_215595.1	cd00614	FAMILY
NP_215595.1	SSF53383	HOMOLOGOUS_SUPERFAMILY
NP_217289.1	PF05173	DOMAIN
NP_217289.1	PF01113	DOMAIN
NP_217289.1	G3DSA:3.30.360.10:FF:000009	NULL_TYPE
NP_217289.1	PTHR20836	FAMILY
NP_217289.1	SSF55347	NULL_TYPE
NP_217289.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_214998.1	G3DSA:3.40.50.720:FF:000047	NULL_TYPE
NP_214998.1	PF00106	FAMILY
NP_214998.1	PTHR42901	NULL_TYPE
NP_214998.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_218060.1	G3DSA:1.10.540.10:FF:000030	NULL_TYPE
NP_218060.1	PF02770	DOMAIN
NP_218060.1	G3DSA:2.40.110.10:FF:000018	NULL_TYPE
NP_218060.1	PF00441	DOMAIN
NP_218060.1	G3DSA:1.20.140.10:FF:000036	NULL_TYPE
NP_218060.1	PF02771	DOMAIN
NP_218060.1	PTHR43292	NULL_TYPE
NP_218060.1	SSF56645	HOMOLOGOUS_SUPERFAMILY
NP_218060.1	SSF47203	HOMOLOGOUS_SUPERFAMILY
NP_214930.1	PF02597	FAMILY
NP_214930.1	PTHR34472	FAMILY
NP_214930.1	cd00565	NULL_TYPE
NP_214930.1	SSF54285	HOMOLOGOUS_SUPERFAMILY
NP_218147.1	PTHR30250	NULL_TYPE
NP_214645.1	G3DSA:1.20.140.10:FF:000031	NULL_TYPE
NP_214645.1	PF02771	DOMAIN
NP_214645.1	G3DSA:1.10.540.10:FF:000024	NULL_TYPE
NP_214645.1	PF02770	DOMAIN
NP_214645.1	G3DSA:2.40.110.10:FF:000002	NULL_TYPE
NP_214645.1	PF00441	DOMAIN
NP_214645.1	PTHR48083	NULL_TYPE
NP_214645.1	SSF56645	HOMOLOGOUS_SUPERFAMILY
NP_214645.1	SSF47203	HOMOLOGOUS_SUPERFAMILY
NP_217663.1	PF00329	DOMAIN
NP_217663.1	G3DSA:3.30.460.80:FF:000006	NULL_TYPE
NP_217663.1	PTHR10884	NULL_TYPE
NP_217663.1	SSF143243	HOMOLOGOUS_SUPERFAMILY
YP_177688.1	G3DSA:4.10.640.10:FF:000004	NULL_TYPE
YP_177688.1	PF01084	FAMILY
YP_177688.1	PTHR13479	FAMILY
YP_177688.1	SSF46911	HOMOLOGOUS_SUPERFAMILY
NP_214712.1	PF01431	DOMAIN
NP_214712.1	PF05649	DOMAIN
NP_214712.1	PTHR11733	FAMILY
NP_214712.1	cd08662	FAMILY
NP_214712.1	SSF55486	NULL_TYPE
NP_214923.1	PF00871	FAMILY
NP_214923.1	PTHR21060	FAMILY
NP_214923.1	SSF53067	HOMOLOGOUS_SUPERFAMILY
NP_214923.1	SSF53067	HOMOLOGOUS_SUPERFAMILY
YP_177932.1	G3DSA:1.20.1260.20:FF:000001	NULL_TYPE
YP_177932.1	PF12484	DOMAIN
YP_177932.1	PF00823	DOMAIN
YP_177932.1	PTHR46766	NULL_TYPE
YP_177932.1	SSF140459	NULL_TYPE
NP_218175.1	PF00482	DOMAIN
NP_218175.1	PTHR35007	NULL_TYPE
NP_217589.1	PF04343	FAMILY
NP_217589.1	PTHR36849	NULL_TYPE
NP_215209.1	PF02633	FAMILY
NP_215209.1	PTHR35005	FAMILY
NP_215209.1	SSF102215	HOMOLOGOUS_SUPERFAMILY
NP_215397.1	PF10801	FAMILY
NP_214778.1	PF02682	DOMAIN
NP_214778.1	PTHR34698	FAMILY
NP_214778.1	SSF160467	NULL_TYPE
NP_214778.1	SSF50891	HOMOLOGOUS_SUPERFAMILY
NP_215099.1	PF03706	FAMILY
NP_215099.1	PTHR39087	NULL_TYPE
NP_215099.1	SSF56112	HOMOLOGOUS_SUPERFAMILY
NP_214686.1	PF11887	DOMAIN
NP_214686.1	PF02470	DOMAIN
NP_214686.1	PTHR33371	NULL_TYPE
NP_217690.1	PF00106	FAMILY
NP_217690.1	PTHR44169	NULL_TYPE
NP_217690.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_215441.1	G3DSA:3.40.50.720:FF:000502	NULL_TYPE
NP_215441.1	PF19328	DOMAIN
NP_215441.1	SSF51735	HOMOLOGOUS_SUPERFAMILY
NP_217233.1	PF08768	DOMAIN
NP_217233.1	PTHR15854	FAMILY
NP_217233.1	cd07828	DOMAIN
NP_217233.1	SSF50814	HOMOLOGOUS_SUPERFAMILY
NP_216486.1	PF02470	DOMAIN
NP_216486.1	PF11887	DOMAIN
NP_216486.1	PTHR33371	NULL_TYPE
NP_214716.1	G3DSA:1.20.1640.10:FF:000049	NULL_TYPE
NP_214716.1	PF03176	DOMAIN
NP_214716.1	PTHR33406	NULL_TYPE
NP_214716.1	SSF82866	NULL_TYPE
NP_214716.1	SSF82866	NULL_TYPE
NP_216158.1	G3DSA:4.10.410.60:FF:000001	NULL_TYPE
NP_216158.1	PF01632	FAMILY
NP_216158.1	PTHR33343	FAMILY
NP_216158.1	SSF143034	HOMOLOGOUS_SUPERFAMILY
NP_215676.1	PF00293	DOMAIN
NP_215676.1	PTHR47707	FAMILY
NP_215676.1	cd03425	NULL_TYPE
NP_215676.1	SSF55811	HOMOLOGOUS_SUPERFAMILY
NP_216112.1	PF01729	DOMAIN
NP_216112.1	PF02749	DOMAIN
NP_216112.1	G3DSA:3.20.20.70:FF:000030	NULL_TYPE
NP_216112.1	PTHR32179	FAMILY
NP_216112.1	cd01572	FAMILY
NP_216112.1	SSF51690	HOMOLOGOUS_SUPERFAMILY
NP_216112.1	SSF54675	NULL_TYPE
NP_216626.1	PF00227	FAMILY
NP_216626.1	G3DSA:3.60.20.10:FF:000046	NULL_TYPE
NP_216626.1	PTHR32194	FAMILY
NP_216626.1	cd01906	NULL_TYPE
NP_216626.1	SSF56235	HOMOLOGOUS_SUPERFAMILY
NP_215630.1	PF01850	DOMAIN
NP_215630.1	SSF88723	HOMOLOGOUS_SUPERFAMILY
NP_218310.1	PF14896	DOMAIN
NP_218310.1	G3DSA:2.60.120.610:FF:000001	NULL_TYPE
NP_218310.1	PF17689	DOMAIN
NP_218310.1	PF04602	DOMAIN
NP_218257.1	PF06974	DOMAIN
NP_218257.1	PF03007	DOMAIN
NP_218257.1	PTHR31650	FAMILY
NP_218257.1	SSF52777	NULL_TYPE
NP_218257.1	SSF52777	NULL_TYPE
NP_216993.1	G3DSA:3.40.50.300:FF:000011	NULL_TYPE
NP_216993.1	PF12848	DOMAIN
NP_216993.1	G3DSA:3.40.50.300:FF:000183	NULL_TYPE
NP_216993.1	PF00005	DOMAIN
NP_216993.1	PTHR43858	FAMILY
NP_216993.1	cd03221	NULL_TYPE
NP_216993.1	cd03221	NULL_TYPE
NP_216993.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_216993.1	SSF52540	HOMOLOGOUS_SUPERFAMILY
NP_215438.1	PF13772	NULL_TYPE
NP_215438.1	PF05908	FAMILY
NP_215438.1	PTHR12935	FAMILY
NP_215438.1	cd06661	DOMAIN
NP_215438.1	SSF110857	HOMOLOGOUS_SUPERFAMILY
NP_216504.1	PF00398	FAMILY
NP_216504.1	PTHR11727	FAMILY
NP_216504.1	cd02440	NULL_TYPE
NP_216504.1	SSF53335	HOMOLOGOUS_SUPERFAMILY
NP_216650.1	PF11290	FAMILY
NP_217342.1	PF08843	FAMILY
NP_214982.1	PF02737	DOMAIN
